regionID,solarSystemID,solarSystemName,x,y,z,security,,,
10000039,30003147,111-F1,-94.4,17.4,-443.00,-0.095853,,,
10000017,30001478,5-P3CQ,8.8,84.3,222.00,-0.095863,,,
10000055,30004335,CX-1XF,-106,97.1,403.00,-0.095978,,,
10000010,30000883,9SL-K9,-189,79.8,249.00,-0.096309,,,
10000062,30004884,9MWZ-B,46.6,-36.6,-375.00,-0.096447,,,
10000040,30003190,KH-EWC,205,84.3,86.60,-0.096474,,,
10000050,30003948,7GCD-P,-325,51.4,-190.00,-0.097052,,,
10000003,30000272,MA-XAP,-50.7,130,159.00,-0.09721,,,
10000062,30004896,LQ-AHE,74.4,-48.6,-359.00,-0.097359,,,
10000066,30005124,KOI8-Z,234,24,135.00,-0.097695,,,
10000013,30001143,V-JCJS,171,92.5,83.80,-0.097784,,,
10000023,30002024,UC3H-Y,-269,87.4,210.00,-0.097873,,,
10000058,30004648,R-BGSU,-479,63.1,-25.10,-0.097893,,,
10000023,30001980,KLY-C0,-253,79.8,227.00,-0.097906,,,
10000015,30001297,O-TVTD,-162,79.6,291.00,-0.097938,,,
10000060,30004718,FWST-8,-406,48.4,-238.00,-0.098013,,,
10000027,30002303,NK-VTL,153,81.5,37.20,-0.098342,,,
10000047,30003762,DNR-7M,-120,44.9,-118.00,-0.098593,,,
10000023,30001996,ZJET-E,-268,107,241.00,-0.098637,,,
10000015,30001266,9-R6GU,-183,116,263.00,-0.098749,,,
10000023,30002030,P-2TTL,-299,64.3,226.00,-0.099031,,,
10000031,30002590,9-IIBL,-52,21.3,-330.00,-0.099234,,,
10000011,30000901,JPL-RA,8.12,6.14,-75.80,-0.099357,,,
10000022,30001835,X1E-OQ,-96.4,22.7,-274.00,-0.099426,,,
10000022,30001952,1H4V-O,-206,110,-269.00,-0.100037,,,
10000057,30004519,MT-2VJ,-397,33.1,76.20,-0.100089,,,
10000012,30001031,Y-DW5K,30.2,-4.54,-156.00,-0.100096,,,
10000008,30000688,ZFJH-T,15.9,-16.8,-150.00,-0.100164,,,
10000057,30004526,L3-XYO,-378,27.5,101.00,-0.100252,,,
10000007,30000631,K-RMI5,238,14.7,-105.00,-0.100321,,,
10000027,30002376,L4X-1V,62.5,52.9,0.44,-0.100333,,,
10000022,30001926,CJF-1P,-194,83.1,-308.00,-0.10035,,,
10000045,30003628,S-1LIO,-51.8,94.2,417.00,-0.100363,,,
10000047,30003784,I-MGAB,-120,61.4,-145.00,-0.100373,,,
10000053,30004196,VAF1-P,298,30.7,199.00,-0.100412,,,
10000058,30004556,IR-WT1,-420,53.4,27.50,-0.100643,,,
10000019,30001633,T-C5A0,-15.4,101,303.00,-0.101223,,,
10000035,30002889,4U90-Z,-193,124,265.00,-0.101281,,,
10000015,30001318,4-7IL9,-113,123,344.00,-0.101362,,,
10000034,30002840,MN9P-A,130,42.4,104.00,-0.101873,,,
10000009,30000757,2JT-3Q,157,1.45,-131.00,-0.102109,,,
10000022,30001839,WHG2-7,-103,14.7,-286.00,-0.102182,,,
10000047,30003706,4B-NQN,-116,67.3,-121.00,-0.102336,,,
10000040,30003185,MZLW-9,185,93.6,92.00,-0.102437,,,
10000003,30000288,1W-0KS,-11.5,46.2,138.00,-0.102556,,,
10000060,30004738,1-SMEB,-416,24.2,-194.00,-0.102643,,,
10000017,30001484,9-ERCP,35.8,68.4,195.00,-0.102718,,,
10000009,30000814,EJ48-O,184,3.92,-147.00,-0.102749,,,
10000022,30001902,RLDS-R,-187,61.2,-320.00,-0.103091,,,
10000035,30002891,FO8M-2,-197,128,270.00,-0.10314,,,
10000047,30003768,18-GZM,-140,64.3,-177.00,-0.103856,,,
10000047,30003750,8P9-BM,-114,33.9,-142.00,-0.103903,,,
10000041,30003283,PVH8-0,-278,16.1,54.10,-0.103963,,,
10000023,30001997,U-INPD,-271,98,240.00,-0.104164,,,
10000058,30004569,9R4-EJ,-440,62.5,12.30,-0.104445,,,
10000013,30001149,4QY-NT,208,72.8,96.60,-0.104562,,,
10000018,30001580,GF-GR7,247,25.4,-17.80,-0.104726,,,
10000011,30000982,O-8SOC,85.4,33.8,-63.90,-0.104857,,,
10000058,30004636,I-CUVX,-473,32.4,-41.40,-0.104973,,,
10000015,30001316,MC6-5J,-123,119,343.00,-0.105155,,,
10000045,30003622,W8O-19,-77.7,58.9,424.00,-0.105253,,,
10000008,30000660,U-IVGH,38.5,19.5,-150.00,-0.105291,,,
10000022,30001925,VNPF-7,-191,83.9,-307.00,-0.105743,,,
10000031,30002630,FR-B1H,-24.8,25.1,-342.00,-0.10588,,,
10000060,30004740,6Q-R50,-414,31.9,-189.00,-0.105882,,,
10000058,30004566,R3W-XU,-409,24,25.80,-0.106247,,,
10000008,30000667,S1-XTL,39,17.4,-122.00,-0.106255,,,
10000014,30001168,ZXIC-7,-59.6,16.2,-198.00,-0.106448,,,
10000062,30004890,VULA-I,68.7,-40.7,-369.00,-0.106452,,,
10000015,30001265,R-KZK7,-182,111,259.00,-0.106761,,,
10000050,30004007,4-GJT1,-338,31.7,-251.00,-0.107003,,,
10000007,30000611,2-2EWC,212,1.99,-110.00,-0.107095,,,
10000058,30004555,3WE-KY,-416,41.1,26.90,-0.107298,,,
10000058,30004617,YZ-LQL,-463,43.5,-28.60,-0.107308,,,
10000014,30001172,K0CN-3,-53.8,13,-176.00,-0.107578,,,
10000014,30001164,KDF-GY,-42.7,-16.1,-203.00,-0.107688,,,
10000045,30003616,NCG-PW,-59.1,66,411.00,-0.107753,,,
10000014,30001170,1P-WGB,-49.3,18.3,-170.00,-0.108843,,,
10000008,30000655,EIN-QG,41.9,1.6,-147.00,-0.108887,,,
10000027,30002370,PX-IHN,73.4,57.3,2.29,-0.108995,,,
10000011,30000914,AB-FZE,33.6,14.8,-106.00,-0.108997,,,
10000039,30003170,DL-CDY,-67.1,-9.7,-449.00,-0.109157,,,
10000010,30000880,YLS8-J,-177,79.9,243.00,-0.10925,,,
10000045,30003623,U1TX-A,-53.1,89.3,410.00,-0.109406,,,
10000022,30001901,KP-FQ1,-181,71.2,-314.00,-0.109468,,,
10000047,30003727,D-6WS1,-130,73.9,-125.00,-0.109671,,,
10000058,30004626,D4KU-5,-400,2.27,-15.30,-0.109704,,,
10000039,30003148,JD-TYH,-75.1,-9.14,-442.00,-0.109894,,,
10000039,30003099,HHQ-M1,-117,13.3,-356.00,-0.109915,,,
10000018,30001581,DVN6-0,249,0.31,-18.70,-0.109999,,,
10000039,30003150,A5MT-B,-79.3,-5.6,-437.00,-0.110065,,,
10000009,30000756,2-Q4YG,162,-3.28,-130.00,-0.110381,,,
10000014,30001225,JA-O6J,-112,12.7,-226.00,-0.110487,,,
10000058,30004570,SPLE-Y,-445,58.4,3.30,-0.110502,,,
10000023,30001992,C-H9X7,-258,109,233.00,-0.11086,,,
10000031,30002629,WFYM-0,-32.3,23.5,-344.00,-0.111016,,,
10000018,30001572,K-YL9T,254,-7.06,30.80,-0.111179,,,
10000056,30004447,2UK4-N,37.6,-21.4,-376.00,-0.111597,,,
10000008,30000657,S-E6ES,38.1,-3.39,-152.00,-0.11165,,,
10000051,30004061,G8AD-C,-328,45.4,174.00,-0.111976,,,
10000013,30001052,IBOX-2,170,82.3,61.10,-0.112042,,,
10000047,30003782,0B-HLZ,-122,56.2,-149.00,-0.11215,,,
10000018,30001585,U1-VHY,254,-7.92,-18.00,-0.112325,,,
10000060,30004748,T-IPZB,-449,29.5,-207.00,-0.112939,,,
10000017,30001506,VR3-PS,6.32,85.5,247.00,-0.113017,,,
10000008,30000659,K7-LDX,40.4,28.8,-155.00,-0.113026,,,
10000019,30001636,JL-P9P,-17.6,101,301.00,-0.11317,,,
10000003,30000270,MO-FIF,-47.7,128,163.00,-0.113224,,,
10000015,30001263,Z-GY5S,-181,106,252.00,-0.11335,,,
10000061,30004806,DT-PXH,-14.7,6.25,-245.00,-0.113461,,,
10000012,30001029,ES-UWY,34,5.27,-155.00,-0.113747,,,
10000015,30001262,Y6-HPG,-175,112,253.00,-0.113985,,,
10000047,30003763,N-RMSH,-115,53.1,-118.00,-0.114249,,,
10000014,30001222,V2-VC2,-108,20.5,-248.00,-0.114299,,,
10000047,30003757,BK4-YC,-125,20.5,-175.00,-0.114465,,,
10000011,30000997,UD-AOK,93.6,35.3,-41.00,-0.114566,,,
10000039,30003101,G2-INZ,-124,20.7,-362.00,-0.114595,,,
10000017,30001476,OU-AIT,7.87,96.8,240.00,-0.114694,,,
10000060,30004730,D-W7F0,-433,32,-223.00,-0.115217,,,
10000045,30003609,3DR-CR,-95.6,81.2,404.00,-0.115325,,,
10000022,30001960,DK6W-I,-226,87,-289.00,-0.115376,,,
10000023,30001993,A8I-C5,-266,99.2,240.00,-0.115486,,,
10000045,30003627,NV-3KA,-52.2,83.9,419.00,-0.115646,,,
10000022,30001833,LGK-VP,-93.6,20.6,-272.00,-0.115761,,,
10000029,30002493,LR-2XT,-34.9,53.9,112.00,-0.11596,,,
10000023,30002032,E-Z2ZX,-300,52.5,228.00,-0.116333,,,
10000021,30001799,2WU-XT,250,-29.2,31.30,-0.116622,,,
10000013,30001146,IL-OL1,174,87.8,77.40,-0.116897,,,
10000034,30002839,RAI-0E,127,45.7,102.00,-0.116936,,,
10000027,30002326,RV-GA8,129,84.1,21.40,-0.116988,,,
10000011,30000934,F-MKH3,42.1,43.8,-74.30,-0.11743,,,
10000006,30000550,C-62I5,117,8.12,-186.00,-0.117561,,,
10000050,30003947,0-WT2D,-321,54.2,-189.00,-0.118133,,,
10000039,30003162,HHE5-L,-68.8,-15.3,-458.00,-0.118341,,,
10000015,30001264,KK-L97,-172,107,257.00,-0.119007,,,
10000056,30004446,H-P4LB,35.3,-23.7,-381.00,-0.119259,,,
10000015,30001295,0-XIDJ,-160,88.3,289.00,-0.119301,,,
10000011,30000905,M-MD3B,18.2,8.48,-69.10,-0.119346,,,
10000022,30001900,RV5-DW,-187,68.1,-314.00,-0.119389,,,
10000009,30000745,7L3-JS,159,-12.3,-119.00,-0.119539,,,
10000050,30003958,TV8-HS,-322,45.5,-230.00,-0.119541,,,
10000034,30002821,JT2I-7,148,22.4,112.00,-0.119743,,,
10000012,30001043,J4UD-J,-9.24,-7.04,-143.00,-0.119813,,,
10000022,30001895,CBGG-0,-177,56.2,-317.00,-0.119938,,,
10000017,30001452,1SR-HT,1.33,72.9,224.00,-0.120075,,,
10000040,30003186,ND-X7X,189,89.8,97.70,-0.120274,,,
10000058,30004590,B17O-R,-425,14.5,4.31,-0.120439,,,
10000047,30003751,F-YH5B,-114,28.8,-150.00,-0.120636,,,
10000040,30003183,QB-AE6,184,91.9,86.10,-0.120772,,,
10000013,30001148,FO9-FZ,206,71.2,89.80,-0.120931,,,
10000058,30004557,9-VO0Q,-424,38.9,25.50,-0.121028,,,
10000041,30003332,2P-4LS,-323,33.8,101.00,-0.121044,,,
10000058,30004582,9O-ORX,-430,33.1,22.70,-0.121253,,,
10000017,30001477,VYX2-I,5.16,96.7,219.00,-0.121283,,,
10000047,30003781,3KB-J0,-123,51.7,-152.00,-0.121408,,,
10000058,30004631,G-UTHL,-459,50.5,-36.30,-0.121486,,,
10000041,30003285,JH-M2W,-282,11.2,49.70,-0.121629,,,
10000059,30004672,9T-APQ,-74.7,-41.5,-470.00,-0.121822,,,
10000013,30001137,QSCO-D,197,78,112.00,-0.121956,,,
10000017,30001473,QO-3LC,5.58,91.9,226.00,-0.121968,,,
10000013,30001147,POQP-K,200,75.8,88.70,-0.122173,,,
10000031,30002608,U3SQ-X,-47.8,23.5,-364.00,-0.122176,,,
10000023,30002046,7D-0SQ,-323,38.5,218.00,-0.122182,,,
10000018,30001574,6W-6O9,256,0.0298,33.70,-0.122233,,,
10000023,30001981,CL6-ZG,-253,89.9,225.00,-0.122401,,,
10000015,30001292,HBD-CC,-164,103,286.00,-0.122571,,,
10000015,30001315,JURU-T,-127,113,340.00,-0.122743,,,
10000056,30004445,5ELE-A,32.7,-19.8,-376.00,-0.12285,,,
10000014,30001229,E-YJ8G,-102,54.7,-131.00,-0.123015,,,
10000014,30001175,VA6-DR,-54.7,15.9,-182.00,-0.123047,,,
10000027,30002316,FKR-SR,110,84.3,31.90,-0.123235,,,
10000045,30003608,H1-ESN,-91.5,68.2,400.00,-0.123268,,,
10000011,30001000,K-IYNW,99.6,35.6,-24.90,-0.123402,,,
10000066,30005123,H-29TM,230,28.8,138.00,-0.123471,,,
10000014,30001204,YHN-3K,-92.2,5.8,-241.00,-0.123621,,,
10000023,30002034,O-A6YN,-309,61.6,223.00,-0.123892,,,
10000003,30000278,C-DHON,-27.5,120,137.00,-0.123955,,,
10000023,30001979,CXN1-Z,-247,84.7,229.00,-0.124012,,,
10000017,30001459,A9-NB6,6.57,109,233.00,-0.124111,,,
10000058,30004605,A-HZYL,-464,49.6,-14.90,-0.124333,,,
10000015,30001327,VVD-O6,-118,97.2,330.00,-0.124544,,,
10000050,30003954,9ES-SI,-319,58.2,-222.00,-0.124598,,,
10000015,30001338,SHJO-J,-134,117,365.00,-0.124623,,,
10000029,30002498,BE-UUN,-34.5,57,102.00,-0.124698,,,
10000012,30001001,H-ADOC,41,-14.5,-157.00,-0.124763,,,
10000058,30004623,Serpentis Prime,-467,44.4,-29.10,-0.124803,,,
10000022,30001893,S-DLKC,-168,44.3,-317.00,-0.124875,,,
10000015,30001325,XW-6TC,-124,97.2,328.00,-0.124902,,,
10000015,30001329,P-VYVL,-120,92.7,334.00,-0.125219,,,
10000006,30000551,ZH-GKG,116,10.7,-177.00,-0.125268,,,
10000050,30004006,AO-N1P,-350,30.4,-260.00,-0.125275,,,
10000034,30002838,D-6PKO,143,77.6,56.20,-0.125541,,,
10000008,30000694,V-S9YY,34.2,26.1,-163.00,-0.125636,,,
10000034,30002874,R1O-GN,118,44.1,92.00,-0.125715,,,
10000041,30003278,X-M2LR,-310,23.3,90.20,-0.125911,,,
10000027,30002295,D3S-EA,144,49.9,80.20,-0.126103,,,
10000056,30004438,NW2S-A,34.6,-12.8,-355.00,-0.126141,,,
10000010,30000881,2ISU-Y,-178,93.5,242.00,-0.126363,,,
10000023,30002033,RORZ-H,-304,58.3,226.00,-0.127091,,,
10000060,30004721,G-TT5V,-408,56.7,-239.00,-0.127112,,,
10000012,30001040,K88X-J,0.57,-16.8,-143.00,-0.127162,,,
10000015,30001328,6ZJ-SC,-116,96.5,335.00,-0.127174,,,
10000039,30003103,HT4K-M,-105,14.4,-357.00,-0.127467,,,
10000015,30001340,430-BE,-133,132,352.00,-0.127689,,,
10000003,30000314,A-QRQT,0.357,94.1,168.00,-0.127802,,,
10000022,30001899,UKYS-5,-183,59.1,-316.00,-0.127819,,,
10000015,30001296,SBL5-R,-180,102,287.00,-0.128037,,,
10000058,30004568,Y-1W01,-432,59.5,22.40,-0.128049,,,
10000029,30002495,4K0N-J,-45.7,56.7,111.00,-0.128218,,,
10000060,30004731,JP4-AA,-437,29,-217.00,-0.128282,,,
10000008,30000669,N3-JBX,53.7,2.56,-133.00,-0.128505,,,
10000061,30004855,QCDG-H,75.5,-14,-315.00,-0.128554,,,
10000027,30002313,5U-3PW,109,75.8,36.90,-0.128692,,,
10000041,30003336,10UZ-P,-325,31.6,110.00,-0.128696,,,
10000003,30000280,MQ-O27,-30.3,70.2,155.00,-0.128994,,,
10000015,30001272,D-8SI1,-160,116,287.00,-0.129108,,,
10000007,30000632,C-6YHJ,252,11.7,-99.70,-0.129395,,,
10000027,30002289,AID-9T,145,50.5,88.00,-0.129641,,,
10000012,30001004,ZZ-ZWC,50.5,-23,-155.00,-0.129787,,,
10000010,30000879,DL1C-E,-174,94.3,244.00,-0.129866,,,
10000027,30002358,O-EUHA,103,87,13.20,-0.129867,,,
10000018,30001573,GTB-O4,248,21.6,39.40,-0.130075,,,
10000022,30001845,7R5-7R,-115,50.5,-253.00,-0.130175,,,
10000012,30001033,QFEW-K,34.7,-6.36,-159.00,-0.130312,,,
10000017,30001457,7H-Z5R,5.22,110,227.00,-0.130372,,,
10000010,30000885,OY-UZ1,-170,81.7,243.00,-0.130408,,,
10000022,30001896,A4UG-O,-180,45.5,-319.00,-0.13047,,,
10000013,30001150,0-N1BJ,206,70.5,84.40,-0.13079,,,
10000031,30002605,E7VE-V,-48.5,19.9,-352.00,-0.130828,,,
10000031,30002631,DDI-B7,-19.6,19.2,-347.00,-0.130922,,,
10000015,30001293,P-GKF5,-159,98.5,288.00,-0.131429,,,
10000003,30000295,VI2K-J,-25.6,89.8,161.00,-0.131782,,,
10000027,30002338,ALC-JM,156,39.6,54.60,-0.13182,,,
10000011,30000931,168-6H,31.1,28.8,-83.70,-0.131969,,,
10000057,30004527,AN-G54,-383,29.2,101.00,-0.131978,,,
10000022,30001929,Z-XMUC,-194,82.8,-302.00,-0.132023,,,
10000039,30003128,TEIZ-C,-75.3,5.48,-422.00,-0.132261,,,
10000058,30004559,PNQY-Y,-417,35.2,23.30,-0.132288,,,
10000066,30005126,U4-V3J,233,31.5,141.00,-0.132307,,,
10000056,30004430,I5Q2-S,35.8,2.03,-367.00,-0.13239,,,
10000023,30001988,MI6O-6,-258,75.4,200.00,-0.132399,,,
10000023,30002023,RD-G2R,-260,93.5,216.00,-0.132531,,,
10000022,30001894,42-UOW,-174,48,-317.00,-0.132584,,,
10000013,30001151,T-8GWA,207,70.7,80.80,-0.132715,,,
10000041,30003292,QWF-6P,-282,21.8,51.90,-0.132964,,,
10000059,30004678,H8-ZTO,-96.1,-42.7,-473.00,-0.132974,,,
10000012,30001003,UW9B-F,47.1,-32.4,-172.00,-0.13305,,,
10000025,30002149,D-BAMJ,8.39,18.2,-215.00,-0.133085,,,
10000060,30004745,T-M0FA,-451,51.7,-231.00,-0.133296,,,
10000015,30001294,E-7U8U,-161,104,291.00,-0.133443,,,
10000034,30002878,FZX-PU,112,41.5,81.70,-0.133647,,,
10000047,30003759,LF-2KP,-124,39.3,-159.00,-0.133871,,,
10000023,30001991,ION-FG,-252,111,231.00,-0.133997,,,
10000061,30004861,MS1-KJ,92.4,-35,-324.00,-0.13407,,,
10000023,30001971,JC-YX8,-229,133,237.00,-0.134225,,,
10000015,30001324,PF-QHK,-131,98.8,330.00,-0.134402,,,
10000040,30003256,WW-OVQ,221,81.4,111.00,-0.134437,,,
10000011,30000979,HB-1NJ,85.9,33.5,-69.90,-0.134468,,,
10000061,30004843,0VK-43,43.6,-11.4,-291.00,-0.134894,,,
10000056,30004421,K-X5AX,31.7,-26.7,-365.00,-0.134896,,,
10000015,30001330,HD-JVQ,-113,92,328.00,-0.134952,,,
10000041,30003284,M2-CF1,-286,23.3,51.10,-0.135094,,,
10000056,30004429,75C-WN,35.3,-1.23,-364.00,-0.135133,,,
10000005,30000507,Q0J-RH,96.7,-61.3,-209.00,-0.135172,,,
10000047,30003705,YWS0-Z,-111,65,-116.00,-0.135505,,,
10000014,30001227,G-AOTH,-109,47.7,-139.00,-0.135772,,,
10000056,30004437,ZXOG-O,32,-10.5,-352.00,-0.135803,,,
10000022,30001903,QM-O7J,-175,77.9,-304.00,-0.135849,,,
10000051,30004057,6Z9-0M,-319,64.1,168.00,-0.136048,,,
10000047,30003755,MVCJ-E,-125,31.9,-167.00,-0.136282,,,
10000034,30002848,74-DRC,132,47,98.30,-0.136319,,,
10000056,30004436,U-BXU9,27.7,-12.5,-352.00,-0.136567,,,
10000056,30004422,BJD4-E,30.1,-25.5,-359.00,-0.136639,,,
10000047,30003742,TU-RI6,-129,66.5,-181.00,-0.136735,,,
10000035,30002893,QPO-WI,-199,125,273.00,-0.136896,,,
10000011,30000998,M9U-75,96.7,37.9,-32.20,-0.137062,,,
10000053,30004198,QT-EBC,297,34.8,221.00,-0.13734,,,
10000034,30002844,Q-GICU,122,46.4,92.60,-0.137353,,,
10000003,30000226,FH-TTC,-35,76.5,154.00,-0.137553,,,
10000056,30004426,OCU4-R,23.1,0.978,-359.00,-0.137682,,,
10000021,30001748,W9-TFD,287,-47.6,23.50,-0.138357,,,
10000031,30002596,HOHF-B,-45.9,17.1,-344.00,-0.138412,,,
10000003,30000227,FMBR-8,-33,81.2,157.00,-0.138441,,,
10000015,30001274,K3JR-J,-158,119,291.00,-0.13866,,,
10000014,30001166,9-8GBA,-40.6,-11.8,-199.00,-0.138827,,,
10000062,30004892,G-B3PR,70.8,-33.9,-370.00,-0.13887,,,
10000011,30000954,DE71-9,47.7,54.2,-44.40,-0.13909,,,
10000034,30002859,GSO-SR,147,84.3,77.20,-0.139127,,,
10000015,30001271,YP-J33,-156,116,284.00,-0.139472,,,
10000023,30001964,O-BY0Y,-188,107,239.00,-0.13958,,,
10000027,30002328,GTY-FW,123,98,24.50,-0.139883,,,
10000013,30001130,DOA-YU,170,86.1,116.00,-0.139966,,,
10000050,30003970,L-6W1J,-335,74,-217.00,-0.140219,,,
10000059,30004679,YV-FDG,-101,-38.8,-468.00,-0.140293,,,
10000009,30000760,AGCP-I,150,21.6,-126.00,-0.14032,,,
10000022,30001923,LC-1ED,-182,83.4,-300.00,-0.140424,,,
10000003,30000225,H-5GUI,-48.6,85.9,149.00,-0.140515,,,
10000003,30000268,H-NOU5,-57.2,104,158.00,-0.140606,,,
10000050,30003978,P-ZMZV,-333,53.5,-231.00,-0.140643,,,
10000047,30003760,JEIV-E,-120,49.5,-112.00,-0.141393,,,
10000023,30001978,X-7OMU,-239,84.6,232.00,-0.141435,,,
10000023,30002044,Y-C3EQ,-326,35,221.00,-0.141766,,,
10000015,30001319,2PLH-3,-104,122,341.00,-0.141819,,,
10000039,30003132,OIOM-Y,-84.5,19.8,-424.00,-0.141867,,,
10000015,30001302,N0C-UN,-131,103,320.00,-0.142044,,,
10000023,30002045,OGV-AS,-328,25.8,224.00,-0.142161,,,
10000003,30000298,RVCZ-C,-17.7,87.4,161.00,-0.142496,,,
10000063,30004935,TPAR-G,-405,63.1,-386.00,-0.142502,,,
10000005,30000501,S-51XG,75.7,-46.2,-205.00,-0.14265,,,
10000012,30001008,V-IUEL,20,-1.24,-167.00,-0.142841,,,
10000060,30004735,T5ZI-S,-438,36.6,-234.00,-0.143066,,,
10000041,30003304,2Q-I6Q,-295,27.7,48.50,-0.143127,,,
10000021,30001756,WIO-OL,294,-50.4,35.50,-0.143134,,,
10000034,30002824,UJXC-B,147,17.8,124.00,-0.143278,,,
10000061,30004804,BW-WJ2,-11.5,6.65,-225.00,-0.143327,,,
10000047,30003785,18XA-C,-118,45.2,-150.00,-0.143401,,,
10000014,30001181,EX-0LQ,-82.8,10.2,-162.00,-0.143466,,,
10000013,30001063,NBO-O0,179,82.7,74.50,-0.143485,,,
10000027,30002380,RK-Q51,156,65.7,35.10,-0.143495,,,
10000009,30000763,SN9-3Z,143,2.9,-140.00,-0.143522,,,
10000022,30001949,2B-3M4,-195,99.9,-279.00,-0.143621,,,
10000056,30004427,BG-W90,20.4,7.95,-355.00,-0.143799,,,
10000013,30001132,863P-X,192,76.9,114.00,-0.14381,,,
10000045,30003644,DCJ-ZT,-64.6,75.9,425.00,-0.143836,,,
10000066,30005100,E-WMT7,239,36.1,35.20,-0.143925,,,
10000015,30001306,9IPC-E,-130,99.8,346.00,-0.143937,,,
10000056,30004423,TSG-NO,32.8,-35.4,-371.00,-0.144085,,,
10000047,30003761,O-Y5JQ,-117,53.7,-113.00,-0.144303,,,
10000047,30003783,Z-RFE3,-120,45.8,-153.00,-0.144546,,,
10000023,30002001,Q-5211,-265,109,214.00,-0.144558,,,
10000014,30001236,IS-R7P,-120,58.4,-154.00,-0.144608,,,
10000013,30001068,O8W-5O,185,83.7,85.30,-0.144955,,,
10000047,30003722,OXIY-V,-109,63.5,-144.00,-0.145126,,,
10000014,30001228,TA3T-3,-103,47.3,-137.00,-0.1452,,,
10000009,30000752,XKH-6O,182,-8,-141.00,-0.145224,,,
10000027,30002302,3G-LFX,157,79.6,39.00,-0.145397,,,
10000047,30003732,E-YCML,-126,30.4,-101.00,-0.145517,,,
10000011,30000942,8YC-AN,26.2,27.8,-73.60,-0.145875,,,
10000027,30002323,JTA2-2,129,81,32.90,-0.145957,,,
10000050,30004012,8QT-H4,-359,33.6,-264.00,-0.146115,,,
10000014,30001161,HED-GP,-95.4,19.7,-207.00,-0.146322,,,
10000013,30001051,TD-4XL,174,78.1,59.40,-0.146375,,,
10000018,30001571,EU-WFW,241,29.5,33.90,-0.14644,,,
10000051,30004063,Z-Y7R7,-328,47.9,178.00,-0.146482,,,
10000011,30000937,ZJ-GOU,51.7,3.62,-105.00,-0.14662,,,
10000041,30003282,8-JYPM,-285,18.7,48.90,-0.147147,,,
10000014,30001223,L-B55M,-116,13.5,-252.00,-0.14716,,,
10000023,30001974,N-H32Y,-225,125,244.00,-0.147427,,,
10000040,30003184,G-W1ND,184,90.4,94.80,-0.147782,,,
10000006,30000545,G9L-LP,135,1.91,-158.00,-0.147849,,,
10000022,30001951,5J-UEX,-203,99.2,-276.00,-0.147938,,,
10000017,30001456,J1-6CJ,1.58,95.9,221.00,-0.148092,,,
10000015,30001303,VG-6CH,-133,105,327.00,-0.148245,,,
10000057,30004529,T-Z6J2,-382,19.9,96.70,-0.148257,,,
10000027,30002304,D-CR6W,159,77.7,34.50,-0.148349,,,
10000009,30000776,4M-QXK,143,4.97,-122.00,-0.148759,,,
10000013,30001140,WVJU-4,168,89.2,89.10,-0.14892,,,
10000034,30002841,TA9T-P,126,49.2,97.40,-0.148993,,,
10000009,30000743,C8H5-X,162,-11.6,-127.00,-0.149284,,,
10000040,30003193,DS3-6A,224,77.1,98.30,-0.14965,,,
10000015,30001268,P-FSQE,-159,112,266.00,-0.149703,,,
10000023,30001999,XQ-PXU,-258,104,219.00,-0.149838,,,
10000057,30004544,A-5M31,-430,6.36,99.00,-0.150002,,,
10000003,30000224,7-K5EL,-53.3,85.4,162.00,-0.150502,,,
10000022,30001950,A-XASO,-191,99.4,-278.00,-0.150682,,,
10000027,30002315,C9R-NO,114,76,29.30,-0.150802,,,
10000058,30004560,RP2-OQ,-413,23.9,18.90,-0.151054,,,
10000031,30002609,01TG-J,-51.2,18.2,-361.00,-0.151075,,,
10000015,30001289,AJCJ-1,-143,96.1,311.00,-0.15117,,,
10000047,30003745,6-OQJV,-133,53.1,-181.00,-0.151348,,,
10000011,30000941,QM-20X,45.8,8.02,-109.00,-0.151542,,,
10000014,30001209,N-8BZ6,-88.2,20.5,-147.00,-0.151577,,,
10000015,30001275,CSOA-B,-157,121,296.00,-0.152217,,,
10000005,30000506,Z-2Y2Y,74.9,-49.9,-218.00,-0.152473,,,
10000055,30004377,SVB-RE,-89.5,61.1,454.00,-0.152515,,,
10000009,30000747,TZN-2V,154,-9.17,-129.00,-0.152677,,,
10000059,30004689,LG-WA9,-104,-22.4,-467.00,-0.152722,,,
10000050,30004016,DG-L7S,-416,29,-249.00,-0.152749,,,
10000005,30000504,BOZ1-O,88.7,-50.9,-212.00,-0.152751,,,
10000014,30001177,GE-94X,-77.1,9.21,-178.00,-0.152831,,,
10000018,30001547,P-NI4K,227,15.3,-10.70,-0.15314,,,
10000025,30002113,A4B-V5,6.44,8.5,-235.00,-0.153185,,,
10000003,30000274,Q-EHMJ,-47.7,89.6,147.00,-0.153372,,,
10000023,30002013,R-LW2I,-242,93,230.00,-0.153427,,,
10000058,30004611,15U-JY,-429,7.43,-9.49,-0.153461,,,
10000027,30002379,V-OL61,155,58.3,37.40,-0.153504,,,
10000059,30004693,2I-520,-116,-11.4,-462.00,-0.153685,,,
10000017,30001455,ZA6-9N,0.617,100,218.00,-0.154185,,,
10000055,30004337,Q-NJZ4,-103,81.7,418.00,-0.154378,,,
10000047,30003733,TU-O0T,-129,28.8,-97.70,-0.154387,,,
10000005,30000505,QIMO-2,66.9,-41.5,-202.00,-0.154503,,,
